사랑 없이 우리가 법을 말할 수 있을까,천수이,"법률, 인간관계, 변호사","아무리 열심히 살아도 어느 날 갑자기 예고도 없이 닥치는 불행은 누구도 피할 수 없다. 그런 어려운 처지에 놓인 사람들을 구하려고 법이 있다지만 , 안타깝게도 그 법조차 내 편이 아닌 경우가 허다하다 . 그럴 때 법보다 사람 편에 서서 내 이야기에 귀 기울여 주는 친구 같은 변호사가 곁에 있다면 어떨까 . 당장 명쾌한 법적 해결책을 주지 못한다 해도, 내 억울한 처지와 가까운 사람에게조차 털어놓지 못한 심정을 헤아려 주는 것만으로 큰 힘이 되지 않을까 . 지금은 신림동이라고 불리는 난곡 달동네에서 나고 자란 저자가 바로 그런 사람이다 . 달동네 판자촌에 서 사회운동에 헌신한 부모님과 달리, 그는 누구보다 가난이 싫어서 돈 잘 버는 변호사가 되고 싶었다 . 그런데 어쩌다 보니 또다시 어려운 사람들 곁에 머물며 그들을 돕는 자리에 가게 됐다. 구청 복도 화 장실 앞 한 평짜리 무료 법률 상담소가 그곳이다 . 언뜻 흔하고 별것 아닌 일처럼 보이는 사연도 자세히 들여다보면 드라마 같지 않은 인생이 없다. 법적 으로는 판단이 분명하나 , 인간적으로는 잘잘못을 쉽게 단정할 수 없는 상황도 많다. 배가 고파서 마트 에서 즉석밥과 라면을 훔친 현대판 장발장 같은 어르신 , 살아서 평생 가족들에게 짐만 된 아버지의 장 례 치르기를 거부하는 자식을 뭐라고 나무랄 수 있을까 . 법은 옳고 그름과 유무죄를 냉정하게 가르지 만, 사람 사는 세상은 그렇게 무 자르듯 나뉘지 않는다 . 알고 보면 저마다 안타깝고 어찌할 수 없는 속 사정이 있다. 그러니 내가 그 삶을 살아보지 않고는 어떤 것도, 그 누구의 삶도 쉽게 함부로 말할 수 없다. 법이 아무리 잘나고 똑똑해도 세상만사를 해결해 줄 수는 없기에 법 또한 완벽하지 않은 것이 당연하 다. 그래서 2006년 대전고등법원의 한 판결문에서는 법을 기성복에 비유했다 . 아무리 다양한 치수의 옷을 만들어 두어도 모든 사람이 그 옷에 맞을 리 없는 것처럼 , 법의 이성에도 빈틈이 있다면 그 틈을 메우는 것은 사람의 사랑이라고 저자는 믿는다 . 사랑이라고 해서 그리 거창하고 대단한 무언가가 아니다 . 우리 인생에 시린 겨울이 닥칠 때, 저자가 의뢰인들의 이야기를 들어 주었듯 서로의 이야기에 관심을 갖고 귀 기울이는 것, 힘들어 보이는 누군 가에게 먼저 손 내밀어 주기도 하고, 누군가가 내민 손을 붙잡기도 하며 그 계절을 무사히 헤쳐 나가 사랑 없이 우리가 법을 말할 수 있을까 는 것이다 . 저자의 믿음처럼 , 이 책에는 고단하고 팍팍한 사연들 사이로 곳곳에 따스한 온기가 가득하 다. 의뢰인들이 수임료 대신 놓고 간, 갓 쪄낸 고구마와 손수 튀긴 오징어 튀김처럼 말이다 . 난생처음 듣는 별의별 사연들 앞에서 의뢰인보다 더 황망해하던 초짜 변호사를 누구의 어떤 이야기에 도 맞장구치며 함께 울고 웃을 수 있는 사람으로 키운 건 오히려 의뢰인들이었다 . 학교나 책에서는 결 코 배우지 못할 인생 경험을 한 보따리씩 풀어놓고 가는 이들 덕분에 , 다른 변호사들이 의뢰인에게 답 을 줄 때, 저자는 의뢰인에게서 자기 인생의 답을 배웠다 . 그렇게 차가운 법이 미처 헤아리지 못한 빈 틈을 사람의 온기로 채워 간 초짜 변호사의 682일의 기록이 이 책에 담겨 있다."
사랑의 결,김옥림,"자기계발, 철학, 에세이","이 책은 세계적으로 유명하고 널리 읽히는 사랑에 관한 명언과 철학적 사유가 담긴 말과 주옥같은 세 계 명시에서 사랑의 말을 가려 뽑아 실었다 . 그리고 시인인 저자가 독자들이 평안한 마음으로 읽을 수 있도록 쉽고 따뜻한 문체로 사랑에 대한 단상을 덧붙였다 . 이 책에는 세기적인 사랑을 비롯해 마음을 따뜻하게 해 주는 감동적인 사랑 이야기가 지면 곳곳에 스크린처럼 펼쳐져 있어, 사랑의 소중함과 존 귀함을 마음속 깊이 느끼게 됨으로써 왜 사랑은 위대한가 , 왜 사랑은 영원한 인생의 화두인가를 깊이 있게 생각하게 할 것이다 . “사랑은 죽음보다도 또한 죽음의 공포보다도 강하다 . 사랑, 오직 이것에 의해서만이 일상은 버티어지 며 전진을 계속하는 것이다.” 러시아의 소설가이자 『아버지와 아들』로 유명한 이반 투르게네프가 한 말로, 사랑은 인생을 살아가는 데 있어 반드시 필요한 ‘인생의 비타민’이라는 것을 알 수 있습니다 . 인 생을 살다 보면 못 견디게 행복에 겨운 날도 있고, 온몸의 세포가 춤추며 일어나듯 기쁜 일도 있고, 세 상을 다 잃은 듯 슬픈 날도 있고, 앞이 보이지 않을 것만 같은 절망적인 날도 있습니다 . 행복하고 기쁜 날만 있으면 얼마나 좋을까요 . 이는 누구나 바라는 마음이지요 . 그러나 인생은 늘 예측할 수 없는 변수가 따르기 마련입니다 . 특히, 슬프고 고통스러운 일을 만나거나 절망적일 때 암담함으로 눈앞이 캄캄해져 어쩔 줄을 몰라 할 때는 누군가의 위로와 격려가 필요하지요 . 대개는 그 누군가가 사랑하는 사람이라면 하고 바라게 되지요 . 사랑하는 이의 위로와 격려는 그 누구 보다도 큰 힘이 되고 용기가 되니까요 . 이 책은 다양한 사랑의 이야기를 바탕으로 진지하게 그러나 명확하게 우리의 삶을 돌아보고 생각하는 기회를 갖게 해 줄 것입니다 . 인생을 소중하게 살고 싶은 이들과 사랑의 아픔을 겪고 있는 이들과 오 늘과 다른 내일을 위해 어떻게 살아야 할지에 대해 진지하게 고민하는 이들과 분명한 자기 인생의 확 신에 대해 갈망하는 이들에게 때로는 엄숙하고 진지하게 , 또 때로는 따뜻하고 친근하게 , 그리고 명쾌 하고 확실하게 듣고 싶은 답을 전해 주리라 믿습니다 . 사랑의 결"
산다든가 죽는다든가 아버지든가,제인 수,"가족, 에세이, 성장","저자인 제인 수의 가족은 77살이 된 아버지와 42살의 외동딸로 이루어져 있는데 , 20년 전 어머니가 돌 아가시고 나서 2번 정도 같이 살아 볼까 시도를 해 봤지만 서로 맞지 않아서 결국 따로 살고 있다. 한 편 이 부녀는 가끔 함께 어머니의 성묘를 가고 외식을 하면서 대화도 나누긴 하지만 , 제인 수는 아버 지에 대해 정작 아는 게 없다. 그리고 20년 전 돌아가신 어머니에 대해서도 ‘어머니’로서의 어머니밖에 모른다 . 어머니에게는 아내로서의 얼굴도 있었을 것이고 여자로서의 인생도 있었을 텐데 말이다 . 제인 수는 어머니에게서 당신의 인생에 대해 직접 듣지 못한 것이 너무나 안타까워 아버지에게만큼은 같은 후회를 반복하지 않도록 하기 위해 아버지에 대한 이야기를 쓰기로 결정한다 . 그리고 아버지의 이야기를 통해 아버지에게도 남편으로서의 얼굴, 남자로서의 인생이 있다는 것을 알아 가기 시작하고 , 아울러 아버지의 인생을 통해 엄마의 인생 또한 한 가지씩 알아 가면서 진정한 가족으로 거듭난다 . 이 책은 칼럼리스트이자 에세이스트로 활동하는 제인 수가 오랜 세월 이해하지 못했던 아버지를 중년 이 되어서야 이해하고 알아 가는 과정을 그린 소설 같은 에세이다 . 저자는 가장 가까이에 있지만 때로 는 너무나 멀게 느껴지는 관계인 ‘가족’만큼 복잡한 감정을 느끼게 하는 단어는 없다면서 , 가족을 이해 해 가는 과정을 아버지에 대한 글을 쓰는 방법을 통해 유쾌하면서도 애틋하게 그려 낸다."
서번트 리더,"켄 블랜차드 , 필 하지스","종교, 리더십, 자기계발","당신의 일과 예수님 , 직장 생활과 사생활 , 리더와 섬기는 종, 많은 사람이 둘씩 짝지어진 이런 말을 보 기만 해도 불편해한다 . 세련된 우리 문화는 우리를 부추겨 선을 긋게 한다. 삶을 성과 속으로 구분하라 는 것이다 . 나도 한때 그런 고리타분한 틀을 삶의 규범으로 삼았고 , 대체로 성공하여 행복하게 살았다 . 그런데 1982년, 예수님을 감동적으로 새롭게 만나면서 나의 세계는 더 극적으로 변화되었다 . 내게 처 음으로 주님을 진지하게 전한 사람 중 하나는 내 오랜 친구로서 이 책의 공저자이자 나와 함께 Lead Like Jesus 의 전신인 The Center for Faithwalk Leadership 을 설립한 필 하지스였다 . 나는 흥미를 느끼면 서도 한동안 주님을 마음속에 온전히 받아들이지는 않았다 . 나중에 어느 집회에 강연하러 가던 길에 비행기 기내에서 우연히 통로를 마주하고 앉은 사람이 하필 성공한 경영자이자 작가이며 강사인 밥 버포드였다 . 그와 대화를 나누면서 나는 우리 모두가 온전하지 못하며 , 현재의 모습과 온전한 상태 사이의 괴리는 예수님과의 관계를 통해서만 메워질 수 있음을 깨 달았다 . 서번트 리더 내가 꽤 관심을 보이자 밥은 나를 윌로크릭 교회의 담임목사인 빌 하이벨스와 연결시켜 주었다 . 권투 로 말하자면 강력한 연타 펀치였다 ! 버포드와 하이벨스는 내게 은혜를 아주 새롭게 설명해 주었고 , 나 를 말씀의 능력에 눈뜨게 해 주었다 . 그리고 우리 그리스도인들에게 한꺼번에 세 분의 컨설턴트가 주 어진다는 사실도 가르쳐 주었다 . 바로 생명을 창조하신 성부, 실제로 이 땅에 사셨던 성자, 그리고 매 일 삶의 운영을 맡으시는 성령이시다 . 내 신앙관이 변하면서 리더십을 보는 눈도 바뀌었다 . 알고 보니 예수님은 위대한 신앙 리더 이상이셨 다. 그분은 모든 기관, 모든 사람, 모든 상황에 맞는 실제적이고 효율적인 리더십 모델이시다 . 리더십이란 무엇인가 ? 리더십은 영향을 미치는 과정이다 . 타인의 생각이나 행동이나 발전에 영향을 미 치려 할 때마다 당신은 리더십을 행사하는 것이다 . 그렇게 정의하고 보면, 예수님이 비단 직장에서뿐 만 아니라 우리가 가는 곳이면 어디서나 우리의 리더십 모델이심을 알 수 있다. 그래서 필과 나는 설 레는 마음으로 함께 이 책을 썼다. 효율적인 서번트 리더가 되려는 당신의 여정에 이 책이 새롭고 가슴 벅찬 출발점이 되는 것이 우리의 기도이자 바람이다 . 이 책을 길잡이 삼아 당신도 “나를 따르라” 하신 예수님의 부르심에 직접 응답하 여, 서번트 리더십의 원리를 실천할 수 있다. 이 책을 도구 삼아 당신은 하나님을 혼자만의 신앙생활 이라는 ‘성역’에서 해방시켜 , 그분께 당신의 일상의 모든 활동과 관계와 특히 리더 역할을 통치하실 전 권을 넘겨 드릴 수 있다."
성도가 묻고 성경이 답하다,차준희,"종교, 예술, 참고문헌","이 글은 ‘설교로 하나 되는 시간: CBS 올포원’에서 2019년 3월 첫 방송부터 2021년 최근까지 설교했 던 원고를 다시 다듬은 것이다. 올포원 제작진은 시청자들이 궁금해하거나 좀 더 알고 싶은 주제를 사 전에 취합해 논의를 거친 후, 설교자들에게 과제로 준다. 한마디로 주문형 맞춤 설교인 셈이다 . 설교 원고 준비 시간은 약 한 달이다 . 설교 시간은 단 6분, 이 짧은 시간에 과제를 해결해야 한다. 관련 성 경 본문을 찾고, 참고 도서를 찾아서 읽고, 관련 주석서와 전문 서적을 탐독하여 분석하고 나름의 답 을 적어 A4 3~4쪽 분량의 원고를 완성해서 보낸다 . 한 가지 주제를 가지고 설교자 3명이 자기 나름의 입장에서 본문을 분석하고 묵상하여 한편의 설교를 완성한다 . 한 주제에 대해 서로 다른 설교가 한 자리에서 소개된다 . 공개적으로 비교되는 것은 당연하 다. 청취자들은 한 본문을 다양하게 들을 기회를 즐기는 것 같다. 그러나 비교되는 당사자들의 속마음 은 좀 다른 것 같다. 출연진들은 이 시대의 유명한 목회자 , 설교자들이다 . 출연자의 대부분은 현직 목 회자들이고 , 예외적으로 신학자들이 2~3명 끼어 있다. 녹화할 때 보면 일종의 ‘설교 배틀’ 같은 묘한 기분이 든다. 목회자들의 능숙한 설교 앞에서 성서학자는 늘 주눅이 들곤 한다. 때로는 성서학자로서 목회자들이 보 지 못하는 색다르거나 , 조금이라도 깊이 있는 메시지를 발굴해야 한다는 압박감에 사로잡히기도 한다. 다른 설교자들에게 밀리지 (?) 않기 위해, 성경 본문을 더 꼼꼼히 분석하고 설교를 작성했다 . 그동안 여 러 권의 책을 출간했지만 , 설교집은 처음이다 . 그래서 많이 망설였지만 , 주변의 응원에 용기를 내어 본 다. 일반 성도들뿐만 아니라 설교자들과 신학생들에게도 참고가 될 수 있기를 바란다 ."
성숙의 최고봉,조봉희,"종교, 성장, 성숙","기독교의 본질은 명사가 아닌, 동사신앙이다 . 실천이다 . 믿음을 행동화하는 것이다 . 실행의 사람인 야 고보는 행함을 강조한다 . 우리가 실천적 믿음으로 살아야 성숙을 이룬다고 피력한다 . 이론은 정지 상 태일 뿐이다 . 실행해야 성장한다 . 어린아이는 걸음마를 교과서로 배우지 않는다 . 넘어지고 일어서고를 수없이 반복하는 실습으로 터득한다 . 신앙의 성숙은 체득을 통해서만 가능하다 . 미숙해도 실천하는 만 큼 성장한다 . 그래서 야고보서는 신약성경의 잠언이다 . 예수님의 산상설교 실습편이다 . 현실적 신앙생 활의 실천 지침으로 우리를 ‘성숙의 최고봉(summit)’ 으로 안내해 준다. 그런데 익숙이 성숙을 가로막을 수 있다. 신앙생활의 연륜이 쌓여갈수록 익숙에 멈추는 위험이 있다. 교회생활에 익숙해지다 보면 스스로 속을 수 있다. 마치 자신은 성숙의 단계에 올라선 것으로 착각하 고 살아간다 . 그래서 교회의 리더 자리에 있는 자일수록 오히려 성숙이 멈추는 부작용을 초래한다 . 익 숙이 성숙을 가로막는 것이다 . 익숙이라는 만성적 영혼의 질병이 성숙의 발목을 잡아 정상에 오르지 못하게 한다. 성숙에 중퇴자가 되고 만다. 진보가 아닌 퇴보로 갈 수도 있다. 형식적 신앙생활에 익숙 하다 보니 가장 변하지 않는 자가 될 수 있다. 결국 영적인 성인아이로 전락하고 만다. 조심해야 한다. 사도 바울의 고백처럼 날마다 자기를 쳐서 복종시키며 , 성숙으로 길들여 가야 한다. 성숙은 예수님을 닮아가도록 잘 다듬어지는 것이다 . 예수님을 따르는 삶에 익숙해지 는 것이 성숙이다 . 이런 맥락에서 야고보는 우리에게 예수님을 표상으로 제시한다 . 우리도 그분처럼 하나님의 성품을 닮 은 ‘성숙의 최고봉’에 오르자고 한다. 야고보의 성숙론은 단순명료하다 . 예수님을 닮아가는 길만이 성 숙의 기본이다 . 정도다 . 기독교가 말하는 성숙은 좋은 성품 갖추기를 능가한다 . 예수님을 본받아가는 것이 성숙의 본질이다 . 예수님의 인격과 영성을 내 인격으로 체화시키는 것이다 . 한마디로 예수님을 닮아가는 것이 진정한 성숙이다 . 그래서 야고보서는 빈 마음의 영성으로 살아가기 , 혹독한 시련도 잘 이겨내는 합격 인생 살기, 성령의 기름 부으심이 있는 언어생활 , 사람을 세워주기 , 돈까지도 성화시키는 영적 성숙을 목표로 한다. 또한 견딤과 인내의 성자로 살아가며 , 몸이 병든 자와 탈선한 영혼까지도 살아나게 하는 중보기도자로 헌신 성숙의 최고봉 하는 만큼 ‘성숙의 최고봉’에 오르도록 해준다 . 따라서 야고보서는 부활의 정상에 올라서신 예수님을 그대로 본받아 살게 해 준다. 예수님을 닮게 하는 삶의 교본이다 . ‘성숙의 최고봉’ 얼마나 가슴 설레는가 ? 누구든지 그 정상에 올라서면 좋겠다 . 그리고 오를 만하다 . 예 수님처럼 낮은 자리 마음과 엎드리는 기도생활을 실천하는 만큼 차근차근 성숙해져 간다. 예수님의 주 되심(Lordship) 을 따라 ‘성숙의 정상’에 오를 수 있다. 무엇보다도 우리가 거듭난 신자, 그 속에 생명의 신비를 가진 자라면 , 오직 그분의 은혜로 날마다 ‘성 숙의 최고봉’을 향해 살아가게 된다. 성령님이 내면에서 도와주시는 덕분으로 가능하다 . 따라서 성숙은 힘든 고행이 아니다 . 즐거운 여행, 행복한 순례자로 살아가는 원동력이다 . 성숙의 여정은 예수님과 동 행하며 닮아가는 신비한 체험현장이다 . 예수님과 함께하는 만큼 그대로 닮아간다 . 이것이 성숙의 기본이다 . 예수님처럼 살고, 그분을 닮아가 는 것이 ‘성숙의 최고봉’에 오르는 정도다 . 이 책은 당신을 그 길로 안내해주는 내비게이션이 될 것이 다. 야고보서는 십자가와 부활의 복음 실천편이기 때문이다 . 명사신앙이 아닌, 동사신앙으로 실천해 보자. 당신도 십자가의 고통 중에서도 아가페 사랑으로 중보기도하시는 예수님처럼 ‘성숙의 최고봉’에 올라서는 행복한 승리자로 살아갈 것이다 ."
세네카의 말,루키우스 안나이우스 세네카,"자기계발, 철학, 인생교양","현재 자신의 삶에 만족하는가 ? 눈앞에 죽음이 당도했을 때 지난 삶에 후회가 없다고 자신 있게 말할 수 있는가 ? 모두가 알다시피 우리에게 주어진 시간은 한정되어 있다. 그 정해진 시간 속에서 오롯이 자신을 위해 사는 순간은 더욱 적다. 계속 이렇게 살아도 괜찮은 것일까 ? 이 책은 우리의 짧은 인생을 윤택하게 만드는 방법에 대해 알려준다 . 저자인 세네카는 고대 스토아 철 학의 대가로 타인에게 휘둘리지 않는 주체적인 삶을 살아야 함을 강조하고 , 과거도 미래도 아닌 ‘지금 이 순간’을 충만하게 사는 것이 중요함을 말한다 . 또 이성으로 감정과 욕망을 통제하는 것을 중시하는 스토아학파답게 ‘화’라는 감정에 굴복하지 않고 적절히 다스려 현인으로 성장하는 법을 제시한다 . 수 세기를 넘어 도착한 위대한 철학가의 가르침에 따라 자신의 삶을 돌아본다면 유한한 삶을 후회 없이 살아가는 방법에 대한 힌트를 얻을 수 있을 것이다 . 세네카는 마음과 행복, 화와 용서, 돈과 명예, 노년과 죽음 등 인생과 관련된 현실적인 명제들에 대해 심도 있게 사유해왔다 . 특히 그는 죽음과 불행을 염두에 두고 자신을 성찰해야만 앞으로의 삶을 행복 하게 영위할 수 있음을 잘 아는 철학자였다 . 인간의 심리를 꿰뚫고 그 영혼을 올바르게 구원하기 위한 방법을 끝없이 고민했던 그의 철학은 행복을 좇는 모든 이들에게 귀감이 되었다 . 값진 인생을 산다는 것은 오래 살아남는 것보다 제대로 사는 것과 관련된 문제이다 . 삶은 결국 얼마나 ‘잘’ 활용하느냐에 달려 있다. 세네카의 말처럼 한없이 부족한 인생도 ‘제대로 사용하는 법만 익힌다면 충분히 길다’는 것 을 깨닫기를 바란다 ."
세상을 바꾼 10대들 그들은 무엇이 달랐을까,정학경,"자기계발, 사회, 청소년","문제적 세상에 해결해야 할 일은 무수히 많다. 가난, 질병, 환경, 인권 등 하루도 빠짐없이 세상은 늘 소란스럽다 . 10대 청소년들은 무관심한 어른, 심지어 양심을 져버린 어른들에 맞서, 문제해결의 실마리 를 찾기 위해 질문을 던졌다 . 그 질문들은 단순하지만 그 무엇보다 본질적이다 . 아직 부모의 손길 아래에서 투정을 부릴 나이인 이 책 속 주인공들은 나이도 국적도 다르지만 한 가지 공통점이 있었다 . 바로 ‘한계를 극복하고자 용기를 냈다는 점’이다. 또 주변의 부정적인 시선과 반복되 는 실수로 좌절의 길목에서 갈등을 겪었지만 , 이들은 보란 듯이 헤쳐나갔다 . 이들에게 가정 형편이나 배경 따위는 아무런 방해물이 되지 않았다 . 이들이 위대한 점은 스스로 자신의 한계를 뛰어넘었다는 데 있다. 자신의 약점을 완전히 없앨 수는 없지만 , 인생의 결정적 시기에 이를 극복하기로 스스로 선 택하고 바로 행동으로 옮겼다 . 학교와 학원의 주어진 질문에 대답하기만도 바쁜 시간에 이들은 세상을 향해 손을 내밀었다 . 거리 어 디에서나 볼 수 있는 평범한 청소년이지만 그들은 다른 길을 걸었다 . 이들은 간단한 질문에서 시작한 발명을 통해 세상을 이롭게 하고, 어려움을 겪는 주변 사람들을 돕기 위해 사회적 공감을 불러일으키 고, 심각해지는 지구 환경을 보호하기 위해 자신이 할 수 있는 조그만 일에서부터 시작해 세계적 환경 보호의 대명사가 되었다 . 평범한 10대 청소년 34명의 비범한 이야기는 우리 청소년들에게 창의적 열 정과 공감, 관찰로 세상의 변화를 이끌어내는 주인공이 될 수 있다는 희망을 줄 것이다 . 아울러 ‘누구 든 주변에 대한 조그마한 관심만 있다면 세상을 구할 수 있다’는 사실을 깨닫게 될 것이다 ."
슈퍼리치보다 해피리치를 꿈꿔라,한지우,"경제, 자기계발, 부의류","돈과 행복은 우리가 가장 바라는 인생의 가치다 . 그래서 대다수 부모는 아이들이 부자가 되기를 바라 고 동시에 또 행복하기를 바란다 . 하지만 우리는 이렇게 가장 평범한 소망인 ‘돈과 행복’이라는 주제에 대해 어디에서도 배워 본 적이 없다. 삶에서 가장 중요한 문제인데도 정작 학교에서는 알려 주지 않는 다. 거의 모든 청소년이 이 두 가지 주제에 대해 제대로 알지 못한 채 성인이 되어 사회에 진출한다 . 그리고 다수는 경제적 어려움 속에서 행복과 거리가 먼 삶을 살아간다 . 지금 세계 경제는 제로 금리의 자산 가치 상승 시기에서 고금리의 경제 불황 시기로 경제 사이클이 하 강하고 있다. 이렇게 갈수록 복잡해지고 빠르게 변화하는 경제 환경에 잘 대응하려면 , 부에 대한 올바 른 개념과 금융 습관을 기르는 것이 필수다 . 이 책의 저자는 사회에 진출하기 전인 청소년 시기야말로 돈과 행복의 함수 관계, 돈의 본질과 돈을 다루는 능력을 키우는 최적의 때라고 말하며 이 책에 부와 관련한 개념 정립에서부터 마인드셋 , 구체적 방법, 롤모델 등을 담았다 . 이 책은 오직 돈만 벌면 모든 문제가 다 해결되고 행복해질 수 있다고 주장하지 않는다 . 그렇다고 고 리타분한 인문학 도서처럼 부에 대해 부정적으로 다루지도 않는다 . 물질적 풍요와 정서적 행복을 균형 있게 누리고 싶다면 꼭 주목해야 할 책이다 . 저자는 부자가 되기 위해 어릴 때부터 갖춰야 할 소양을 상세하게 알려 준다. 또 경제적으로 풍요로운 삶을 사는 데 가장 확실하고 올바른 방법인 ‘자동 부자 습관’을 설명한다 . 흥미로운 저자의 이야기를 따라가다 보면 청소년기에 필요한 돈에 대한 교양과 절약하는 습관, 효율적 인 투자관이 자연스럽게 의식에 스며든다 . 돈을 대하는 좋은 습관이 몸에 배면 많은 지식이 없어도 , 또 굳이 큰 위험을 감수하지 않아도 경제적 자유에 도달할 수 있다. 이를 위해서는 먼저 부에 대한 인 식을 전환하고 올바른 경제적 청사진을 그려야 한다. 그리고 일상에서 자연스럽게 자동 부자 습관을 실천해 나가야 한다. 그 과정에서 이 책은 충실한 조력자의 역할을 할 것이다 ."
씩씩한 항암녀의 속.엣.말,이경미,"자서전, 자기계발, 가족","방송인으로 ‘말’ 전문가인 이경미 저자는 에세이집 『씩씩한 항암녀의 속.엣.말』에서 삶에서 마주하는 상처를 어떻게 받아들일 것인가에 관한 이야기를 풀어냈다 . 누구나 상처가 있다. 사람과 말, 관계로 인 해 상처를 받는다 . 저자는 삶의 일부분인 상처를 자신의 것으로 받아들이고 , 더 나은 삶을 위해 아픔 에 매몰되지 않고 용기 있게 맞서는 지혜를 전한다 . 남들처럼 보통으로 살고 싶었지만 , 암 환자가 되어 버린 그녀는 혼자서 세 명의 자녀를 키우며 자신과 가족의 삶을 책임진다 . SNS에서 보이는 그녀의 씩씩하고 치열한 겉모습과 달리, 마음속에는 생채기투 성이다 . 삶의 비탈길에 넘어졌고 , 주변이 무심코 던진 말에 많이 다쳤다 . 그런 상처를 인정하고 , 치유 하고, 더 성장하기 위해 글을 썼다. 많이 아팠고 , 지금도 아프고 더 아플지도 모르는 그녀의 글로 몸과 마음을 다친 사람들이 조금이라도 위로를 받기 바란다 ."
어느 날 마녀가 된 엄마,김주미,"자기계발, 에세이, 가족","『어느 날, 마녀가 된 엄마』는 건강에 대한 불안과 편견으로부터 우리의 몸과 마음을 단련하자는 메시 지를 담은, ‘심신단련’ 시리즈 첫 번째 이야기다 . 김주미 작가는 노년인 엄마의 코로나 19 확진 경험을 통해 그 안에 내재된 사람들의 질병과 노년에 대한 편견과 불안을 목도한다 . 또한 어떻게 하면 가족처 럼 내밀한 관계에서 서로 상처받지 않고 안전하게 서 있을 수 있을지 고민한다 . 나아가 노년에 이르러 서도 불안하지 않고 단단해지기 위한 유쾌한 방법을 제시한다 . 따뜻하지만 단단하게 상실과 회복의 과정을 그리는 작가의 문체를 통해 우린 어쩌면 잘 ‘나이 듦’이란 무엇인지에 대한 해답을 찾을지도 모른다 . 이 책은 당신에게 스스로를 돌보는 삶에 대해 생각할 수 있 는 위로와 공감의 에세이가 될 것이다 ."
어디선가 작은 빛이,도한철,"종교, 자서전, 소통","제가 정말 좋아하고 존경하는 분, 믿음의 선배이자 롤모델 , 그리고 남편의 가장 친한 친구이며 , 나와 남편을 가장 잘 아는 중매쟁이이기도 한 도한철 선교사님과 선교사님의 유튜브 채널 ‘베데스다의 집’을 소개합니다 . 선교사님만큼 선하고 성실하고 믿음을 실천하며 사시는 분이 어떻게 그 힘겨운 질환인 루게릭병 (ALS) 을 갖게 되신 것인지 안타깝기만 합니다 . 수년 전만 해도 건강하셨는데 , 죽음의 문턱을 넘어가며 지금 은 목소리를 내서 반가운 인사 한마디 할 수 없고, 옆에서 도와주지 않으면 할 수 있는 일이 없는 상 황까지 간 연약한 모습이 되었습니다 . 그러나 하나님께서는 선교사님이 눈을 깜빡일 수 있도록 허락하셨고 , 듬직하고 신실한 두 아들과 그야 말로 헌신적인 아내를 그 곁에 두셨습니다 . 선교사님은 눈의 깜빡임으로 글을 쓰고, 가족과 소통하며 , 소셜 미디어를 통해 세상 사람들과 소통하게 되었습니다 . 무엇보다 눈의 깜빡임을 통해 자신이 경험하 고 알리고 싶은 하나님 나라를 나누고자 유튜브 채널을 열어 소통하고 있습니다 . 선교사님은 자기 앞에 놓인 거대한 세상의 벽을 바라보며 , 이 벽이 얼마나 크고 무서운지 , 왜 자신만 이렇게 힘들게 살아가야 하는지 호소하려 하지 않으십니다 . 오히려 그 벽을 향해 우리 하나님이 얼마 나 더 크고 위대한 분이신지 , 그런 분이 나의 하나님이며 그분과 함께하는 자신이 얼마나 행복한 사람 인지를 그 연약한 눈의 깜빡임으로 알리려 하는 ‘하나님의 사람’입니다 . 몇 년 전, 사랑과 믿음의 가족들과 함께 지금 살고 있는 미국 캔사스 주로 가시는 길에 인사를 나눈 적이 있습니다 . 그때 침상에 누워 계시던 선교사님의 눈빛으로 전해지던 그 깜빡임이 떠오릅니다 . 그 깜빡임의 의미를 기억하며 선교사님을 늘 응원하고 기도합니다 ! 축복합니다 ! (백진숙 , Being Built Together 대표) “어느 한 순간 삶의 모든 것이 무너져 내리고 속절없이 그 자리에 주저앉아 버릴 수밖에 없었습니다 . 어디선가 작은 빛이 아무것도 할 수 없을 거라고 , 이제 모든 게 끝날 거라고 했지만 , 어디선가 작은 빛이 들어와 희망이라 는 이름의 아침을 연결해 주고 세상을 열어 주었습니다 . 과거의 나의 모습과 현재의 나의 모습, 모두 하나님이 써 내려가시는 나의 스토리입니다 . 아직 끝나지 않은 나의 스토리입니다 . 미래의 나의 스토 리는 소망입니다 . 바람을 기다립니다 . 내가 주저앉은 그 자리 바로 거기서 하나님의 시간이 시작되고 , 그분이 일하실 바람이 불기를 소망합니다 .”"
